Unnamed: 0,IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE,zones,timestamp,Local_time_diff
288,SMX,Santa Maria Public Airport (Capt G. Allan Hancock Field),Santa Maria,CA,USA,34.89925,-120.45758000000001,America/Los_Angeles,1420099200.0,2.0
289,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822,America/Los_Angeles,1420099200.0,2.0
290,SPI,Abraham Lincoln Capital Airport,Springfield,IL,USA,39.84395,-89.67761999999999,America/Chicago,1420092000.0,0.0
291,SPS,Wichita Falls Municipal Airport/Sheppard AFB,Wichita Falls,TX,USA,33.9888,-98.49189,America/Chicago,1420092000.0,0.0
292,SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,USA,27.395329999999998,-82.55411,America/New_York,1420088400.0,-1.0
293,STC,St. Cloud Regional Airport,St Cloud,MN,USA,45.545320000000004,-94.05834,America/Chicago,1420092000.0,0.0
294,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.747690000000006,-90.35999,America/Chicago,1420092000.0,0.0
295,STT,Cyril E. King Airport,Charlotte Amalie,VI,USA,18.337310000000002,-64.97336,America/Tortola,1420084800.0,-2.0
296,STX,Henry E. Rohlsen Airport,Christiansted,VI,USA,17.70189,-64.79856,America/St_Thomas,1420084800.0,-2.0
297,SUN,Friedman Memorial Airport,Hailey,ID,USA,43.50484,-114.29659,America/Boise,1420095600.0,1.0
298,SUX,Sioux Gateway Airport,Sioux City,IA,USA,42.4026,-96.38436999999999,America/Chicago,1420092000.0,0.0
299,SWF,Stewart International Airport,Newburgh,NY,USA,41.504090000000005,-74.10484,America/New_York,1420088400.0,-1.0
300,SYR,Syracuse Hancock International Airport,Syracuse,NY,USA,43.11119,-76.10631,America/Toronto,1420088400.0,-1.0
301,TLH,Tallahassee International Airport,Tallahassee,FL,USA,30.39653,-84.35033,America/Chicago,1420092000.0,0.0
302,TOL,Toledo Express Airport,Toledo,OH,USA,41.58681,-83.80783000000001,America/Detroit,1420088400.0,-1.0
303,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325,America/New_York,1420088400.0,-1.0
304,TRI,Tri-Cities Regional Airport,Bristol,TN,USA,36.47521,-82.40742,America/New_York,1420088400.0,-1.0
305,TTN,Trenton Mercer Airport,Trenton,NJ,USA,40.27669,-74.81347,America/New_York,1420088400.0,-1.0
306,TUL,Tulsa International Airport,Tulsa,OK,USA,36.198370000000004,-95.88824,America/Chicago,1420092000.0,0.0
307,TUS,Tucson International Airport,Tucson,AZ,USA,32.11608,-110.94103,America/Phoenix,1420095600.0,1.0
308,TVC,Cherry Capital Airport,Traverse City,MI,USA,44.741440000000004,-85.58224,America/Detroit,1420088400.0,-1.0
309,TWF,Magic Valley Regional Airport (Joslin Field),Twin Falls,ID,USA,42.4818,-114.48773999999999,America/Boise,1420095600.0,1.0
310,TXK,Texarkana Regional Airport (Webb Field),Texarkana,AR,USA,33.45371,-93.99101999999999,America/Chicago,1420092000.0,0.0
311,TYR,Tyler Pounds Regional Airport,Tyler,TX,USA,32.35414,-95.40239,America/Chicago,1420092000.0,0.0
312,TYS,McGhee Tyson Airport,Knoxville,TN,USA,35.812490000000004,-83.99286,America/Chicago,1420092000.0,0.0
313,UST,Northeast Florida Regional Airport (St. Augustine Airport),St. Augustine,FL,USA,29.96096,-81.342346,America/New_York,1420088400.0,-1.0
314,VEL,Valdez Airport,Vernal,UT,USA,40.4409,-109.50992,America/Denver,1420095600.0,1.0
315,VLD,Valdosta Regional Airport,Valdosta,GA,USA,30.7825,-83.27672,America/New_York,1420088400.0,-1.0
316,VPS,Destin-Fort Walton Beach Airport/Eglin AFB,Valparaiso,FL,USA,30.48325,-86.5254,America/Chicago,1420092000.0,0.0
317,WRG,Wrangell Airport,Wrangell,AK,USA,56.48433000000001,-132.36982,America/Sitka,1420102800.0,3.0
318,WYS,Westerly State Airport,West Yellowstone,MT,USA,44.6884,-111.11764,America/Denver,1420095600.0,1.0
319,XNA,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,USA,36.28187,-94.30681,America/Chicago,1420092000.0,0.0
320,YAK,Yakutat Airport,Yakutat,AK,USA,59.50336,-139.66023,America/Yakutat,1420102800.0,3.0
321,YUM,Yuma International Airport,Yuma,AZ,USA,32.65658,-114.60597,America/Los_Angeles,1420099200.0,2.0
